### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,237,632,-28.4533,0,255,0,0,100,1,1
1,829,257,-13.3742,0,255,0,0,100,1,1
2,252,684,83.4798,0,255,0,0,100,1,1
3,250,590,53.6506,0,255,0,0,100,1,1
4,810,502,6.89311,0,255,0,0,100,1,1
5,580,414,45.9633,0,255,0,0,100,1,1
6,117,239,-38.2711,0,255,0,0,100,1,1
7,800,791,17.343,0,255,0,0,100,1,1
8,275,663,63.9768,0,255,0,0,100,1,1
9,708,716,-89.1601,0,255,0,0,100,1,1
10,749,350,-115.518,0,255,0,0,100,1,1
11,181,676,-139.388,0,255,0,0,100,1,1
12,627,703,-67.2958,0,255,0,0,100,1,1
13,606,573,-4.52925,0,255,0,0,100,1,1
14,628,945,-97.1397,0,255,0,0,100,1,1
15,202,433,131.132,0,255,0,0,100,1,1
16,796,862,61.2734,0,255,0,0,100,1,1
17,190,660,68.5614,0,255,0,0,100,1,1
18,431,752,-87.1604,0,255,0,0,100,1,1
19,710,145,60.1495,0,255,0,0,100,1,1
20,893,437,88.8736,0,255,0,0,100,1,1
21,736,403,-110.318,0,255,0,0,100,1,1
22,477,636,66.5607,0,255,0,0,100,1,1
23,536,49,167.514,0,255,0,0,100,1,1
24,593,423,32.6351,0,255,0,0,100,1,1
25,161,476,129.787,0,255,0,0,100,1,1
26,148,645,-6.10253,0,255,0,0,100,1,1
27,122,737,80.0847,0,255,0,0,100,1,1
28,205,418,72.1941,0,255,0,0,100,1,1
29,441,816,162.184,0,255,0,0,100,1,1
30,578,170,103.921,0,255,0,0,100,1,1
31,818,448,16.6365,0,255,0,0,100,1,1
32,810,623,26.7884,0,255,0,0,100,1,1
33,294,828,-80.6979,0,255,0,0,100,1,1
34,654,761,-52.5323,0,255,0,0,100,1,1
35,934,634,49.2094,0,255,0,0,100,1,1
36,512,891,-153.491,0,255,0,0,100,1,1
37,313,623,100.158,0,255,0,0,100,1,1
38,159,502,152.618,0,255,0,0,100,1,1
39,34,580,-147.612,0,255,0,0,100,1,1
40,111,281,4.40887,0,255,0,0,100,1,1
41,484,481,165.236,0,255,0,0,100,1,1
42,883,541,-108.616,0,255,0,0,100,1,1
43,376,705,-74.6632,0,255,0,0,100,1,1
44,594,297,-60.3957,0,255,0,0,100,1,1
45,580,329,-107.56,0,255,0,0,100,1,1
46,281,477,-138.775,0,255,0,0,100,1,1
47,393,67,82.6272,0,255,0,0,100,1,1
48,464,735,-149.278,0,255,0,0,100,1,1
49,334,226,88.2117,0,255,0,0,100,1,1
50,499,553,157.09,0,255,0,0,100,1,1
51,632,698,-154.636,0,255,0,0,100,1,1
52,783,190,-61.6468,0,255,0,0,100,1,1
53,594,821,-97.343,0,255,0,0,100,1,1
54,336,730,90.415,0,255,0,0,100,1,1
55,438,129,169.305,0,255,0,0,100,1,1
56,669,418,-56.4776,0,255,0,0,100,1,1
57,483,493,41.6076,0,255,0,0,100,1,1
58,277,648,140.366,0,255,0,0,100,1,1
59,350,592,-12.1964,0,255,0,0,100,1,1
60,402,913,-13.1068,0,255,0,0,100,1,1
61,240,806,-31.1253,0,255,0,0,100,1,1
62,673,765,56.8438,0,255,0,0,100,1,1
63,894,335,142.973,0,255,0,0,100,1,1
64,548,421,-67.9854,0,255,0,0,100,1,1
65,798,398,22.999,0,255,0,0,100,1,1
66,333,385,38.128,0,255,0,0,100,1,1
67,860,509,66.1263,0,255,0,0,100,1,1
68,456,550,90.8712,0,255,0,0,100,1,1
69,345,637,80.5873,0,255,0,0,100,1,1
70,440,951,-135.963,0,255,0,0,100,1,1
71,544,596,-139.457,0,255,0,0,100,1,1
72,250,774,-81.2255,0,255,0,0,100,1,1
73,949,420,26.7873,0,255,0,0,100,1,1
74,621,821,-4.10188,0,255,0,0,100,1,1
75,136,510,0.745215,0,255,0,0,100,1,1
76,975,495,68.4488,0,255,0,0,100,1,1
77,460,87,-31.7567,0,255,0,0,100,1,1
78,393,953,-162.126,0,255,0,0,100,1,1
79,267,459,93.4068,0,255,0,0,100,1,1
80,175,216,-57.0784,0,255,0,0,100,1,1
81,679,100,-60.784,0,255,0,0,100,1,1
82,291,390,112.153,0,255,0,0,100,1,1
83,840,339,121.723,0,255,0,0,100,1,1
84,518,900,-16.3342,0,255,0,0,100,1,1
85,67,641,-58.8018,0,255,0,0,100,1,1
86,142,404,-68.0096,0,255,0,0,100,1,1
87,248,859,71.0173,0,255,0,0,100,1,1
88,168,354,-151.635,0,255,0,0,100,1,1
89,353,165,-116.054,0,255,0,0,100,1,1
90,711,773,-5.21806,0,255,0,0,100,1,1
91,299,355,151.726,0,255,0,0,100,1,1
92,768,782,65.6186,0,255,0,0,100,1,1
93,221,183,75.4616,0,255,0,0,100,1,1
