### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,493,402,0.0124256,0,255,0,0,100,1,1
1,751,368,-157.405,0,255,0,0,100,1,1
2,878,438,20.3264,0,255,0,0,100,1,1
3,651,105,-18.6426,0,255,0,0,100,1,1
4,401,621,36.4399,0,255,0,0,100,1,1
5,383,843,48.9629,0,255,0,0,100,1,1
6,271,344,35.7352,0,255,0,0,100,1,1
7,356,195,-128.104,0,255,0,0,100,1,1
8,746,772,-74.3543,0,255,0,0,100,1,1
9,734,96,69.9743,0,255,0,0,100,1,1
10,683,891,7.7172,0,255,0,0,100,1,1
11,437,794,-25.1042,0,255,0,0,100,1,1
12,238,471,166.751,0,255,0,0,100,1,1
13,597,888,-168.618,0,255,0,0,100,1,1
14,727,594,-17.2125,0,255,0,0,100,1,1
15,280,463,-145.029,0,255,0,0,100,1,1
16,249,621,-120.543,0,255,0,0,100,1,1
17,674,447,77.6246,0,255,0,0,100,1,1
18,458,502,-144.943,0,255,0,0,100,1,1
19,803,395,-137.511,0,255,0,0,100,1,1
20,527,542,-115.371,0,255,0,0,100,1,1
21,894,675,-6.93674,0,255,0,0,100,1,1
22,217,372,146.39,0,255,0,0,100,1,1
23,419,722,-102.762,0,255,0,0,100,1,1
24,378,89,-18.8801,0,255,0,0,100,1,1
25,228,862,26.5979,0,255,0,0,100,1,1
26,943,603,-39.2761,0,255,0,0,100,1,1
27,385,765,160.917,0,255,0,0,100,1,1
28,677,823,-7.83966,0,255,0,0,100,1,1
29,901,253,13.3753,0,255,0,0,100,1,1
30,633,847,56.243,0,255,0,0,100,1,1
31,967,584,118.065,0,255,0,0,100,1,1
32,819,164,-121.388,0,255,0,0,100,1,1
33,641,738,173.434,0,255,0,0,100,1,1
34,275,892,41.9138,0,255,0,0,100,1,1
35,462,426,-129.815,0,255,0,0,100,1,1
36,615,514,-147.979,0,255,0,0,100,1,1
37,638,382,-12.5644,0,255,0,0,100,1,1
38,442,702,-7.73528,0,255,0,0,100,1,1
39,656,832,-30.8504,0,255,0,0,100,1,1
40,334,402,-17.7472,0,255,0,0,100,1,1
41,533,269,-105.163,0,255,0,0,100,1,1
42,719,282,-143.096,0,255,0,0,100,1,1
43,581,160,-91.5001,0,255,0,0,100,1,1
44,511,462,-138.595,0,255,0,0,100,1,1
45,820,639,72.4786,0,255,0,0,100,1,1
46,557,246,78.9638,0,255,0,0,100,1,1
47,669,679,-78.4514,0,255,0,0,100,1,1
48,865,415,66.0825,0,255,0,0,100,1,1
49,885,580,-46.2332,0,255,0,0,100,1,1
50,875,729,-81.6472,0,255,0,0,100,1,1
51,238,146,9.29029,0,255,0,0,100,1,1
52,781,575,92.8041,0,255,0,0,100,1,1
53,739,181,166.707,0,255,0,0,100,1,1
54,259,447,-165.335,0,255,0,0,100,1,1
55,427,511,-68.8538,0,255,0,0,100,1,1
56,259,158,-174.683,0,255,0,0,100,1,1
57,848,424,-109.487,0,255,0,0,100,1,1
58,859,772,-138.702,0,255,0,0,100,1,1
59,576,102,-40.1008,0,255,0,0,100,1,1
60,355,618,128.193,0,255,0,0,100,1,1
61,256,459,-124.445,0,255,0,0,100,1,1
62,476,465,115.33,0,255,0,0,100,1,1
63,586,886,-162.137,0,255,0,0,100,1,1
64,382,254,44.1802,0,255,0,0,100,1,1
65,541,758,-132.89,0,255,0,0,100,1,1
66,479,836,-177.364,0,255,0,0,100,1,1
67,300,389,97.8401,0,255,0,0,100,1,1
68,930,614,-60.7733,0,255,0,0,100,1,1
69,758,652,15.4782,0,255,0,0,100,1,1
70,114,250,-15.5668,0,255,0,0,100,1,1
71,123,542,91.103,0,255,0,0,100,1,1
72,507,702,156.471,0,255,0,0,100,1,1
73,603,957,174.202,0,255,0,0,100,1,1
74,569,817,63.616,0,255,0,0,100,1,1
75,555,782,33.9074,0,255,0,0,100,1,1
76,549,840,-148.647,0,255,0,0,100,1,1
77,736,722,-124.12,0,255,0,0,100,1,1
78,854,254,97.4735,0,255,0,0,100,1,1
79,906,453,-47.7494,0,255,0,0,100,1,1
80,942,359,-5.24835,0,255,0,0,100,1,1
81,199,179,-104.246,0,255,0,0,100,1,1
82,221,853,35.2553,0,255,0,0,100,1,1
83,336,467,57.5461,0,255,0,0,100,1,1
84,350,402,-161.769,0,255,0,0,100,1,1
85,627,544,137.817,0,255,0,0,100,1,1
86,497,338,53.1279,0,255,0,0,100,1,1
87,221,629,73.0703,0,255,0,0,100,1,1
88,350,890,-45.1033,0,255,0,0,100,1,1
89,603,935,-0.837238,0,255,0,0,100,1,1
90,588,680,-131.844,0,255,0,0,100,1,1
91,459,178,-138.551,0,255,0,0,100,1,1
92,309,825,-127.777,0,255,0,0,100,1,1
93,579,844,132.031,0,255,0,0,100,1,1
94,570,313,86.2593,0,255,0,0,100,1,1
95,605,832,-35.2208,0,255,0,0,100,1,1
96,821,337,-147.573,0,255,0,0,100,1,1
97,856,516,-36.2734,0,255,0,0,100,1,1
98,349,348,102.328,0,255,0,0,100,1,1
99,259,897,-32.2472,0,255,0,0,100,1,1
100,344,118,101.567,0,255,0,0,100,1,1
101,477,354,-127.678,0,255,0,0,100,1,1
102,625,670,-11.3742,0,255,0,0,100,1,1
103,385,858,126.124,0,255,0,0,100,1,1
104,398,182,-108.844,0,255,0,0,100,1,1
105,444,884,150.678,0,255,0,0,100,1,1
106,105,584,84.4691,0,255,0,0,100,1,1
107,826,183,-82.2113,0,255,0,0,100,1,1
108,646,876,134.999,0,255,0,0,100,1,1
109,656,806,-140.111,0,255,0,0,100,1,1
110,238,421,157.254,0,255,0,0,100,1,1
111,285,269,13.3694,0,255,0,0,100,1,1
112,863,245,-32.3047,0,255,0,0,100,1,1
113,530,810,-138.045,0,255,0,0,100,1,1
114,254,654,-23.6914,0,255,0,0,100,1,1
115,139,229,-176.113,0,255,0,0,100,1,1
116,490,614,-94.2264,0,255,0,0,100,1,1
117,552,765,153.341,0,255,0,0,100,1,1
118,806,673,-68.7705,0,255,0,0,100,1,1
119,354,727,-17.1408,0,255,0,0,100,1,1
120,377,761,-6.29665,0,255,0,0,100,1,1
121,869,550,-165.52,0,255,0,0,100,1,1
122,472,954,111.213,0,255,0,0,100,1,1
123,417,516,-130.455,0,255,0,0,100,1,1
124,428,392,-101.032,0,255,0,0,100,1,1
125,109,406,33.8057,0,255,0,0,100,1,1
126,739,421,83.2288,0,255,0,0,100,1,1
127,150,213,-75.9531,0,255,0,0,100,1,1
128,420,857,107.909,0,255,0,0,100,1,1
129,336,916,-105.55,0,255,0,0,100,1,1
130,66,618,73.392,0,255,0,0,100,1,1
131,382,818,125.881,0,255,0,0,100,1,1
132,466,773,-44.5042,0,255,0,0,100,1,1
133,551,475,177.349,0,255,0,0,100,1,1
134,134,672,-120.659,0,255,0,0,100,1,1
135,686,900,-154.962,0,255,0,0,100,1,1
136,482,35,-52.631,0,255,0,0,100,1,1
137,251,632,134.027,0,255,0,0,100,1,1
138,497,175,-110.672,0,255,0,0,100,1,1
139,235,590,107.718,0,255,0,0,100,1,1
140,264,539,-53.1573,0,255,0,0,100,1,1
141,348,146,30.3118,0,255,0,0,100,1,1
142,442,863,-136.85,0,255,0,0,100,1,1
143,742,467,83.4771,0,255,0,0,100,1,1
144,458,391,-94.8983,0,255,0,0,100,1,1
145,184,404,-124.458,0,255,0,0,100,1,1
146,544,140,75.6821,0,255,0,0,100,1,1
147,488,191,77.4191,0,255,0,0,100,1,1
148,938,581,40.1781,0,255,0,0,100,1,1
149,631,206,121.631,0,255,0,0,100,1,1
150,422,424,56.7618,0,255,0,0,100,1,1
151,57,349,-0.00822211,0,255,0,0,100,1,1
152,716,776,-87.1813,0,255,0,0,100,1,1
153,495,474,97.4818,0,255,0,0,100,1,1
154,91,510,-107.179,0,255,0,0,100,1,1
155,810,524,-1.61462,0,255,0,0,100,1,1
156,650,474,81.4573,0,255,0,0,100,1,1
157,87,526,-96.6137,0,255,0,0,100,1,1
158,79,555,-147.79,0,255,0,0,100,1,1
159,677,151,-112.619,0,255,0,0,100,1,1
160,796,555,-94.0732,0,255,0,0,100,1,1
161,715,224,-144.298,0,255,0,0,100,1,1
162,286,811,-16.6401,0,255,0,0,100,1,1
163,339,770,-140.425,0,255,0,0,100,1,1
164,393,433,-97.0474,0,255,0,0,100,1,1
165,395,57,-0.417347,0,255,0,0,100,1,1
166,236,133,0.603668,0,255,0,0,100,1,1
167,501,704,-45.3095,0,255,0,0,100,1,1
168,498,28,-45.5397,0,255,0,0,100,1,1
169,808,373,41.8133,0,255,0,0,100,1,1
170,262,884,-151.009,0,255,0,0,100,1,1
171,342,401,87.4098,0,255,0,0,100,1,1
172,503,186,27.7071,0,255,0,0,100,1,1
173,190,314,48.3552,0,255,0,0,100,1,1
174,509,902,162.157,0,255,0,0,100,1,1
