### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,341,284,-62.7412,0,255,0,0,100,1,1
1,519,281,84.0663,0,255,0,0,100,1,1
2,692,378,110.756,0,255,0,0,100,1,1
3,224,778,-34.8089,0,255,0,0,100,1,1
4,686,561,-169.79,0,255,0,0,100,1,1
5,654,663,33.1657,0,255,0,0,100,1,1
6,191,417,9.06184,0,255,0,0,100,1,1
7,565,581,-108.997,0,255,0,0,100,1,1
8,768,150,-167.917,0,255,0,0,100,1,1
9,324,571,53.1954,0,255,0,0,100,1,1
10,674,521,160.26,0,255,0,0,100,1,1
11,520,302,137.986,0,255,0,0,100,1,1
12,593,893,-43.3259,0,255,0,0,100,1,1
13,432,765,123.538,0,255,0,0,100,1,1
14,322,411,-63.3583,0,255,0,0,100,1,1
15,232,332,-109.755,0,255,0,0,100,1,1
16,406,694,161.163,0,255,0,0,100,1,1
17,655,136,-161.329,0,255,0,0,100,1,1
18,495,832,-20.3744,0,255,0,0,100,1,1
19,227,862,-6.55202,0,255,0,0,100,1,1
20,470,718,75.6773,0,255,0,0,100,1,1
21,664,508,34.7215,0,255,0,0,100,1,1
22,361,174,170.103,0,255,0,0,100,1,1
23,485,409,72.0732,0,255,0,0,100,1,1
24,455,456,-59.8591,0,255,0,0,100,1,1
25,642,621,167.015,0,255,0,0,100,1,1
26,344,234,174.986,0,255,0,0,100,1,1
27,643,382,-161.784,0,255,0,0,100,1,1
28,577,897,143.355,0,255,0,0,100,1,1
29,452,860,-75.6939,0,255,0,0,100,1,1
30,177,169,-39.7935,0,255,0,0,100,1,1
31,728,843,138.014,0,255,0,0,100,1,1
32,712,430,-114.594,0,255,0,0,100,1,1
33,561,527,-123.177,0,255,0,0,100,1,1
34,781,743,6.36777,0,255,0,0,100,1,1
35,938,416,-49.5402,0,255,0,0,100,1,1
36,302,421,-97.9534,0,255,0,0,100,1,1
37,734,320,0.980235,0,255,0,0,100,1,1
38,697,872,106.495,0,255,0,0,100,1,1
39,462,452,118.992,0,255,0,0,100,1,1
40,415,891,17.5509,0,255,0,0,100,1,1
41,889,441,149.054,0,255,0,0,100,1,1
42,583,443,104.143,0,255,0,0,100,1,1
43,902,359,63.6846,0,255,0,0,100,1,1
44,304,528,-125.002,0,255,0,0,100,1,1
45,557,166,76.8194,0,255,0,0,100,1,1
46,804,860,13.2942,0,255,0,0,100,1,1
47,194,442,33.2089,0,255,0,0,100,1,1
48,196,775,-25.0722,0,255,0,0,100,1,1
49,689,783,22.9299,0,255,0,0,100,1,1
50,221,836,83.4091,0,255,0,0,100,1,1
51,355,861,21.2836,0,255,0,0,100,1,1
52,806,198,-74.1504,0,255,0,0,100,1,1
53,866,640,-81.8875,0,255,0,0,100,1,1
