### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,563,346,39.0323,0,255,0,0,100,1,1
1,336,61,-46.2631,0,255,0,0,100,1,1
2,228,603,179.217,0,255,0,0,100,1,1
3,833,635,127.623,0,255,0,0,100,1,1
4,723,449,72.7598,0,255,0,0,100,1,1
5,316,233,-171.003,0,255,0,0,100,1,1
6,311,674,-55.7693,0,255,0,0,100,1,1
7,712,650,-6.33011,0,255,0,0,100,1,1
8,969,490,-157.981,0,255,0,0,100,1,1
9,403,740,-23.704,0,255,0,0,100,1,1
10,444,636,-100.544,0,255,0,0,100,1,1
11,596,958,-179.646,0,255,0,0,100,1,1
12,913,581,20.805,0,255,0,0,100,1,1
13,378,376,-18.4608,0,255,0,0,100,1,1
14,517,545,-87.8531,0,255,0,0,100,1,1
15,894,373,-130.69,0,255,0,0,100,1,1
16,412,447,176.457,0,255,0,0,100,1,1
17,100,250,158.211,0,255,0,0,100,1,1
18,883,641,125.899,0,255,0,0,100,1,1
19,734,791,130.141,0,255,0,0,100,1,1
20,325,427,-139.505,0,255,0,0,100,1,1
21,373,793,-29.0547,0,255,0,0,100,1,1
22,758,490,76.3353,0,255,0,0,100,1,1
23,97,435,161.986,0,255,0,0,100,1,1
24,587,920,-176.284,0,255,0,0,100,1,1
25,178,387,-141.679,0,255,0,0,100,1,1
26,553,943,125.408,0,255,0,0,100,1,1
27,507,622,161.163,0,255,0,0,100,1,1
28,85,385,71.6178,0,255,0,0,100,1,1
29,840,217,16.6321,0,255,0,0,100,1,1
30,796,621,-111.457,0,255,0,0,100,1,1
31,802,567,80.979,0,255,0,0,100,1,1
32,227,334,-77.9369,0,255,0,0,100,1,1
33,312,291,177.687,0,255,0,0,100,1,1
34,373,906,-96.6616,0,255,0,0,100,1,1
35,196,691,-77.499,0,255,0,0,100,1,1
36,318,144,115.995,0,255,0,0,100,1,1
37,172,768,44.4397,0,255,0,0,100,1,1
38,502,315,-153.263,0,255,0,0,100,1,1
39,509,522,57.0887,0,255,0,0,100,1,1
40,536,64,32.5484,0,255,0,0,100,1,1
41,220,113,32.0227,0,255,0,0,100,1,1
42,939,351,140.95,0,255,0,0,100,1,1
43,695,70,-6.56265,0,255,0,0,100,1,1
44,471,743,-52.7263,0,255,0,0,100,1,1
45,397,691,99.367,0,255,0,0,100,1,1
46,573,540,-17.9638,0,255,0,0,100,1,1
47,468,865,169.271,0,255,0,0,100,1,1
48,197,864,87.1849,0,255,0,0,100,1,1
49,546,234,-175.495,0,255,0,0,100,1,1
50,576,384,179.407,0,255,0,0,100,1,1
51,187,652,-145.065,0,255,0,0,100,1,1
52,236,631,-170.242,0,255,0,0,100,1,1
53,817,841,133.508,0,255,0,0,100,1,1
54,181,604,-125.625,0,255,0,0,100,1,1
55,360,559,-119.748,0,255,0,0,100,1,1
56,501,343,81.1092,0,255,0,0,100,1,1
57,487,503,117.056,0,255,0,0,100,1,1
58,310,183,107.787,0,255,0,0,100,1,1
59,457,721,32.7621,0,255,0,0,100,1,1
60,303,902,-65.0223,0,255,0,0,100,1,1
61,525,386,-117.813,0,255,0,0,100,1,1
62,542,616,168.325,0,255,0,0,100,1,1
63,771,611,-65.1272,0,255,0,0,100,1,1
64,677,284,103.62,0,255,0,0,100,1,1
65,902,651,-109.815,0,255,0,0,100,1,1
66,808,836,-7.76106,0,255,0,0,100,1,1
67,310,71,-35.9423,0,255,0,0,100,1,1
68,725,339,-144.286,0,255,0,0,100,1,1
69,234,316,-46.3705,0,255,0,0,100,1,1
70,352,852,-101.65,0,255,0,0,100,1,1
71,717,276,34.4486,0,255,0,0,100,1,1
72,299,315,46.5828,0,255,0,0,100,1,1
73,419,551,81.8513,0,255,0,0,100,1,1
74,830,500,36.9057,0,255,0,0,100,1,1
75,867,701,-176.585,0,255,0,0,100,1,1
76,205,234,109.589,0,255,0,0,100,1,1
77,229,230,105.836,0,255,0,0,100,1,1
78,505,76,-42.8624,0,255,0,0,100,1,1
