### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,659,104,56.5334,0,255,0,0,100,1,1
1,62,632,-171.51,0,255,0,0,100,1,1
2,322,468,-111.61,0,255,0,0,100,1,1
3,76,647,158.27,0,255,0,0,100,1,1
4,564,422,36.6668,0,255,0,0,100,1,1
5,864,714,170.07,0,255,0,0,100,1,1
6,455,959,97.3695,0,255,0,0,100,1,1
7,657,685,-31.2716,0,255,0,0,100,1,1
8,502,338,-151.555,0,255,0,0,100,1,1
9,44,358,44.1377,0,255,0,0,100,1,1
10,578,706,174.075,0,255,0,0,100,1,1
11,746,824,-132.566,0,255,0,0,100,1,1
12,607,150,80.9408,0,255,0,0,100,1,1
13,526,525,75.0021,0,255,0,0,100,1,1
14,735,416,116.437,0,255,0,0,100,1,1
15,206,411,115.472,0,255,0,0,100,1,1
16,519,279,-21.1634,0,255,0,0,100,1,1
17,828,311,50.467,0,255,0,0,100,1,1
18,479,55,138.365,0,255,0,0,100,1,1
19,183,382,168.876,0,255,0,0,100,1,1
20,191,501,9.47351,0,255,0,0,100,1,1
21,492,341,-94.3527,0,255,0,0,100,1,1
22,635,855,171.602,0,255,0,0,100,1,1
23,402,718,-14.9337,0,255,0,0,100,1,1
24,530,249,35.3604,0,255,0,0,100,1,1
25,737,780,47.1146,0,255,0,0,100,1,1
26,720,420,-69.7849,0,255,0,0,100,1,1
27,433,322,7.6224,0,255,0,0,100,1,1
28,695,837,-12.9011,0,255,0,0,100,1,1
29,613,93,-64.4488,0,255,0,0,100,1,1
30,151,797,59.8405,0,255,0,0,100,1,1
31,540,743,-65.0931,0,255,0,0,100,1,1
32,675,723,-71.5617,0,255,0,0,100,1,1
33,276,716,-55.1684,0,255,0,0,100,1,1
34,499,773,72.6901,0,255,0,0,100,1,1
35,549,299,-143.396,0,255,0,0,100,1,1
36,81,554,26.3844,0,255,0,0,100,1,1
37,631,893,-119.369,0,255,0,0,100,1,1
38,650,716,-24.8484,0,255,0,0,100,1,1
39,781,502,95.388,0,255,0,0,100,1,1
40,347,870,138.102,0,255,0,0,100,1,1
41,693,875,156.375,0,255,0,0,100,1,1
42,622,282,-40.7402,0,255,0,0,100,1,1
43,647,237,-67.0692,0,255,0,0,100,1,1
44,382,754,-47.0314,0,255,0,0,100,1,1
45,406,397,66.2702,0,255,0,0,100,1,1
46,920,369,155.614,0,255,0,0,100,1,1
47,882,434,-58.738,0,255,0,0,100,1,1
48,205,547,157.152,0,255,0,0,100,1,1
49,420,754,-87.3005,0,255,0,0,100,1,1
50,341,812,63.0505,0,255,0,0,100,1,1
