### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,807,452,117.701,0,255,0,0,100,1,1
1,968,580,15.7042,0,255,0,0,100,1,1
2,446,928,170.25,0,255,0,0,100,1,1
3,642,780,112.481,0,255,0,0,100,1,1
4,725,536,110.509,0,255,0,0,100,1,1
5,460,772,96.0085,0,255,0,0,100,1,1
6,227,746,-126.5,0,255,0,0,100,1,1
7,528,839,-177.725,0,255,0,0,100,1,1
8,412,38,-79.2204,0,255,0,0,100,1,1
9,610,487,-127.076,0,255,0,0,100,1,1
10,314,318,-92.4615,0,255,0,0,100,1,1
11,418,639,-83.4405,0,255,0,0,100,1,1
12,338,830,-3.70685,0,255,0,0,100,1,1
13,416,529,142.83,0,255,0,0,100,1,1
14,318,192,117.47,0,255,0,0,100,1,1
15,678,373,117.595,0,255,0,0,100,1,1
16,332,268,-102.746,0,255,0,0,100,1,1
17,480,319,-126.16,0,255,0,0,100,1,1
18,363,816,11.3201,0,255,0,0,100,1,1
19,59,510,-131.252,0,255,0,0,100,1,1
20,394,717,-77.7677,0,255,0,0,100,1,1
21,917,287,52.046,0,255,0,0,100,1,1
22,649,361,60.805,0,255,0,0,100,1,1
23,861,305,2.21484,0,255,0,0,100,1,1
24,547,116,93.9322,0,255,0,0,100,1,1
25,913,563,-70.7773,0,255,0,0,100,1,1
26,655,177,-12.5098,0,255,0,0,100,1,1
27,855,441,5.76193,0,255,0,0,100,1,1
28,500,500,-175.545,0,255,0,0,100,1,1
29,359,706,-5.10034,0,255,0,0,100,1,1
30,292,168,-131.078,0,255,0,0,100,1,1
31,529,116,-137.657,0,255,0,0,100,1,1
32,270,808,45.5546,0,255,0,0,100,1,1
33,596,643,136.714,0,255,0,0,100,1,1
34,793,331,-108.31,0,255,0,0,100,1,1
35,515,931,-36.7253,0,255,0,0,100,1,1
36,556,864,-9.42846,0,255,0,0,100,1,1
37,314,687,68.6383,0,255,0,0,100,1,1
38,610,563,52.4461,0,255,0,0,100,1,1
39,964,515,136.916,0,255,0,0,100,1,1
40,619,691,-52.5669,0,255,0,0,100,1,1
41,87,546,17.1735,0,255,0,0,100,1,1
42,414,453,178.826,0,255,0,0,100,1,1
43,401,725,-168.431,0,255,0,0,100,1,1
44,154,796,-18.0633,0,255,0,0,100,1,1
45,442,227,-116.597,0,255,0,0,100,1,1
46,314,706,150.436,0,255,0,0,100,1,1
47,213,725,108.231,0,255,0,0,100,1,1
48,168,480,-144.906,0,255,0,0,100,1,1
49,484,600,-140.902,0,255,0,0,100,1,1
50,791,402,-29.8107,0,255,0,0,100,1,1
51,716,572,-149.688,0,255,0,0,100,1,1
52,618,555,29.1026,0,255,0,0,100,1,1
53,171,533,-153.264,0,255,0,0,100,1,1
54,373,174,-96.7862,0,255,0,0,100,1,1
55,764,294,-5.50214,0,255,0,0,100,1,1
56,392,957,8.22031,0,255,0,0,100,1,1
57,388,860,91.9205,0,255,0,0,100,1,1
58,468,378,-162.895,0,255,0,0,100,1,1
59,149,193,152.77,0,255,0,0,100,1,1
60,330,66,85.6134,0,255,0,0,100,1,1
61,291,318,157.654,0,255,0,0,100,1,1
62,824,497,-102.316,0,255,0,0,100,1,1
63,944,528,99.6771,0,255,0,0,100,1,1
64,953,370,-82.0421,0,255,0,0,100,1,1
65,373,560,12.5105,0,255,0,0,100,1,1
66,404,736,-25.9503,0,255,0,0,100,1,1
67,714,276,8.27884,0,255,0,0,100,1,1
68,710,157,-65.6185,0,255,0,0,100,1,1
69,684,640,150.397,0,255,0,0,100,1,1
70,576,842,70.8309,0,255,0,0,100,1,1
71,634,816,-149.927,0,255,0,0,100,1,1
72,400,673,144.457,0,255,0,0,100,1,1
73,801,254,-16.8365,0,255,0,0,100,1,1
74,444,825,173.479,0,255,0,0,100,1,1
75,230,192,-175.096,0,255,0,0,100,1,1
76,605,301,154.573,0,255,0,0,100,1,1
77,171,833,-52.9649,0,255,0,0,100,1,1
78,707,238,-68.946,0,255,0,0,100,1,1
79,878,480,23.0626,0,255,0,0,100,1,1
80,544,872,-54.7487,0,255,0,0,100,1,1
81,198,193,-168.048,0,255,0,0,100,1,1
82,132,714,-21.8293,0,255,0,0,100,1,1
83,893,364,79.2769,0,255,0,0,100,1,1
