### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,525,587,33.2389,0,255,0,0,100,1,1
1,228,736,172.125,0,255,0,0,100,1,1
2,42,459,-175.576,0,255,0,0,100,1,1
3,266,796,-37.4688,0,255,0,0,100,1,1
4,752,699,7.33463,0,255,0,0,100,1,1
5,402,588,-148.988,0,255,0,0,100,1,1
6,817,512,17.8392,0,255,0,0,100,1,1
7,867,755,-15.0626,0,255,0,0,100,1,1
8,451,942,106.046,0,255,0,0,100,1,1
9,597,464,-167.365,0,255,0,0,100,1,1
10,197,324,-108.098,0,255,0,0,100,1,1
11,169,377,6.35791,0,255,0,0,100,1,1
12,435,205,169.444,0,255,0,0,100,1,1
13,616,686,46.5861,0,255,0,0,100,1,1
14,576,945,-0.10069,0,255,0,0,100,1,1
15,302,373,-51.6751,0,255,0,0,100,1,1
16,506,267,-101.885,0,255,0,0,100,1,1
17,209,322,-75.3734,0,255,0,0,100,1,1
18,432,172,-124.578,0,255,0,0,100,1,1
19,308,96,-15.6075,0,255,0,0,100,1,1
20,327,423,-138.276,0,255,0,0,100,1,1
21,434,902,103.601,0,255,0,0,100,1,1
22,94,356,128.863,0,255,0,0,100,1,1
23,604,555,-174.694,0,255,0,0,100,1,1
24,548,796,-82.3483,0,255,0,0,100,1,1
25,304,615,45.2309,0,255,0,0,100,1,1
26,847,540,-159.77,0,255,0,0,100,1,1
27,715,611,-127.2,0,255,0,0,100,1,1
28,388,232,60.9322,0,255,0,0,100,1,1
29,895,655,50.8458,0,255,0,0,100,1,1
30,799,462,86.8453,0,255,0,0,100,1,1
31,684,110,9.50654,0,255,0,0,100,1,1
32,350,467,16.375,0,255,0,0,100,1,1
33,530,677,-151.077,0,255,0,0,100,1,1
34,867,422,132.854,0,255,0,0,100,1,1
35,756,605,-10.4097,0,255,0,0,100,1,1
36,90,744,-87.6519,0,255,0,0,100,1,1
37,740,240,-146.478,0,255,0,0,100,1,1
38,570,575,-19.6691,0,255,0,0,100,1,1
39,271,253,-131.881,0,255,0,0,100,1,1
40,551,330,-36.9993,0,255,0,0,100,1,1
41,48,607,87.2611,0,255,0,0,100,1,1
42,947,336,28.0998,0,255,0,0,100,1,1
43,549,519,126.167,0,255,0,0,100,1,1
44,290,362,-137.737,0,255,0,0,100,1,1
45,223,374,58.9983,0,255,0,0,100,1,1
46,690,71,148.691,0,255,0,0,100,1,1
47,78,502,-135.694,0,255,0,0,100,1,1
48,478,529,-145.385,0,255,0,0,100,1,1
49,125,755,123.289,0,255,0,0,100,1,1
50,808,155,94.436,0,255,0,0,100,1,1
51,175,149,67.5231,0,255,0,0,100,1,1
52,857,228,160.948,0,255,0,0,100,1,1
53,413,829,128.756,0,255,0,0,100,1,1
54,468,404,163.992,0,255,0,0,100,1,1
55,474,148,42.3486,0,255,0,0,100,1,1
56,749,298,-49.8389,0,255,0,0,100,1,1
57,722,798,-125.14,0,255,0,0,100,1,1
58,142,269,174.78,0,255,0,0,100,1,1
59,877,228,-178.731,0,255,0,0,100,1,1
60,332,790,-113.551,0,255,0,0,100,1,1
61,96,524,36.2026,0,255,0,0,100,1,1
62,934,478,27.1555,0,255,0,0,100,1,1
63,666,942,-92.8399,0,255,0,0,100,1,1
64,476,269,130.935,0,255,0,0,100,1,1
65,528,471,64.727,0,255,0,0,100,1,1
66,578,43,-14.8998,0,255,0,0,100,1,1
67,821,816,-74.8638,0,255,0,0,100,1,1
68,47,585,33.6672,0,255,0,0,100,1,1
69,687,797,-159.558,0,255,0,0,100,1,1
70,687,560,133.455,0,255,0,0,100,1,1
71,418,498,-82.6697,0,255,0,0,100,1,1
72,32,400,178.027,0,255,0,0,100,1,1
73,407,395,-26.0326,0,255,0,0,100,1,1
74,226,541,160.231,0,255,0,0,100,1,1
75,290,810,-113.623,0,255,0,0,100,1,1
76,293,388,144.09,0,255,0,0,100,1,1
77,532,135,86.8837,0,255,0,0,100,1,1
78,316,373,133.596,0,255,0,0,100,1,1
79,495,813,61.4681,0,255,0,0,100,1,1
80,329,112,168.688,0,255,0,0,100,1,1
81,714,278,17.3925,0,255,0,0,100,1,1
82,161,354,159.826,0,255,0,0,100,1,1
83,205,828,-72.396,0,255,0,0,100,1,1
84,276,913,-146.738,0,255,0,0,100,1,1
85,918,274,-139.838,0,255,0,0,100,1,1
86,862,360,-163.085,0,255,0,0,100,1,1
87,804,309,72.1828,0,255,0,0,100,1,1
88,191,744,49.8299,0,255,0,0,100,1,1
89,124,640,-1.74281,0,255,0,0,100,1,1
90,776,441,-0.585478,0,255,0,0,100,1,1
91,118,674,36.0013,0,255,0,0,100,1,1
92,384,75,30.3284,0,255,0,0,100,1,1
93,942,599,-8.66693,0,255,0,0,100,1,1
94,687,489,150.598,0,255,0,0,100,1,1
95,404,448,120.837,0,255,0,0,100,1,1
96,567,759,115.755,0,255,0,0,100,1,1
97,820,647,97.2976,0,255,0,0,100,1,1
98,843,771,-107.854,0,255,0,0,100,1,1
99,209,385,25.7426,0,255,0,0,100,1,1
100,960,599,-90.8819,0,255,0,0,100,1,1
101,135,504,-176.113,0,255,0,0,100,1,1
102,467,254,38.8856,0,255,0,0,100,1,1
103,91,291,-146.226,0,255,0,0,100,1,1
104,648,177,92.2556,0,255,0,0,100,1,1
105,132,324,-74.2504,0,255,0,0,100,1,1
106,745,262,-95.4789,0,255,0,0,100,1,1
107,115,350,-100.953,0,255,0,0,100,1,1
108,238,105,47.1714,0,255,0,0,100,1,1
109,684,603,-153.753,0,255,0,0,100,1,1
110,139,716,13.3188,0,255,0,0,100,1,1
111,203,390,-139.554,0,255,0,0,100,1,1
112,388,665,85.517,0,255,0,0,100,1,1
113,448,786,-167.346,0,255,0,0,100,1,1
114,384,737,127.845,0,255,0,0,100,1,1
115,887,760,-65.6272,0,255,0,0,100,1,1
116,584,911,0.448194,0,255,0,0,100,1,1
117,285,443,84.0803,0,255,0,0,100,1,1
118,773,356,140.589,0,255,0,0,100,1,1
119,648,554,65.4219,0,255,0,0,100,1,1
120,97,516,-160.207,0,255,0,0,100,1,1
121,142,673,-117.559,0,255,0,0,100,1,1
122,421,154,128.29,0,255,0,0,100,1,1
123,403,460,-8.34213,0,255,0,0,100,1,1
124,824,676,-166.297,0,255,0,0,100,1,1
125,219,815,110.266,0,255,0,0,100,1,1
126,579,922,-131.963,0,255,0,0,100,1,1
127,789,633,-92.5457,0,255,0,0,100,1,1
128,736,675,9.27204,0,255,0,0,100,1,1
129,816,231,111.608,0,255,0,0,100,1,1
130,504,928,-34.7535,0,255,0,0,100,1,1
131,858,795,-66.377,0,255,0,0,100,1,1
132,58,325,174.454,0,255,0,0,100,1,1
133,52,566,-48.2791,0,255,0,0,100,1,1
134,669,312,164.814,0,255,0,0,100,1,1
135,629,137,-137.687,0,255,0,0,100,1,1
136,344,940,-66.0902,0,255,0,0,100,1,1
137,716,78,95.1999,0,255,0,0,100,1,1
138,280,601,-119.827,0,255,0,0,100,1,1
139,649,880,-43.2337,0,255,0,0,100,1,1
140,676,89,-24.3681,0,255,0,0,100,1,1
141,147,316,150.476,0,255,0,0,100,1,1
142,531,263,-17.6416,0,255,0,0,100,1,1
143,51,402,160.493,0,255,0,0,100,1,1
144,927,685,122.356,0,255,0,0,100,1,1
145,804,773,14.1532,0,255,0,0,100,1,1
146,693,92,-97.6635,0,255,0,0,100,1,1
147,644,435,70.6098,0,255,0,0,100,1,1
148,178,736,-39.6148,0,255,0,0,100,1,1
149,719,200,118.328,0,255,0,0,100,1,1
150,459,695,-14.0241,0,255,0,0,100,1,1
151,810,589,-39.4126,0,255,0,0,100,1,1
152,816,442,175.812,0,255,0,0,100,1,1
153,342,524,36.3466,0,255,0,0,100,1,1
154,293,71,-169.75,0,255,0,0,100,1,1
155,547,132,24.0127,0,255,0,0,100,1,1
156,105,568,-73.6834,0,255,0,0,100,1,1
157,255,650,-130.849,0,255,0,0,100,1,1
158,864,537,79.9246,0,255,0,0,100,1,1
159,534,36,104.289,0,255,0,0,100,1,1
160,452,188,56.541,0,255,0,0,100,1,1
161,524,784,66.7339,0,255,0,0,100,1,1
162,452,755,128.951,0,255,0,0,100,1,1
163,493,972,175.712,0,255,0,0,100,1,1
164,459,736,-135.507,0,255,0,0,100,1,1
165,46,575,67.6021,0,255,0,0,100,1,1
166,101,724,-175.147,0,255,0,0,100,1,1
167,605,113,123.453,0,255,0,0,100,1,1
168,639,769,170.85,0,255,0,0,100,1,1
169,610,415,65.7509,0,255,0,0,100,1,1
170,713,813,-129.118,0,255,0,0,100,1,1
171,329,468,-119.773,0,255,0,0,100,1,1
172,560,624,107.965,0,255,0,0,100,1,1
173,414,837,14.207,0,255,0,0,100,1,1
174,775,788,-143.984,0,255,0,0,100,1,1
175,729,391,120.041,0,255,0,0,100,1,1
176,388,252,-65.3625,0,255,0,0,100,1,1
177,538,202,-58.1711,0,255,0,0,100,1,1
178,62,607,-12.4229,0,255,0,0,100,1,1
179,526,833,-69.6231,0,255,0,0,100,1,1
180,288,916,12.5704,0,255,0,0,100,1,1
181,294,818,-133.845,0,255,0,0,100,1,1
182,111,259,-86.4461,0,255,0,0,100,1,1
183,324,319,-48.1316,0,255,0,0,100,1,1
184,360,624,56.5275,0,255,0,0,100,1,1
185,61,364,-38.5385,0,255,0,0,100,1,1
186,933,584,9.50631,0,255,0,0,100,1,1
187,611,562,129.175,0,255,0,0,100,1,1
188,487,623,-51.2832,0,255,0,0,100,1,1
189,242,804,-94.8638,0,255,0,0,100,1,1
190,542,875,-118.775,0,255,0,0,100,1,1
191,422,766,-8.9883,0,255,0,0,100,1,1
192,692,905,9.4713,0,255,0,0,100,1,1
193,688,634,56.3457,0,255,0,0,100,1,1
194,821,705,129.251,0,255,0,0,100,1,1
195,274,842,-135.936,0,255,0,0,100,1,1
196,367,780,-50.3861,0,255,0,0,100,1,1
197,390,777,-126.701,0,255,0,0,100,1,1
198,391,117,95.7294,0,255,0,0,100,1,1
199,621,864,108.376,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
