### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,714,100,83.0685,0,255,0,0,100,1,1
1,393,608,177.669,0,255,0,0,100,1,1
2,545,628,-27.5643,0,255,0,0,100,1,1
3,107,560,70.8819,0,255,0,0,100,1,1
4,181,162,-157.221,0,255,0,0,100,1,1
5,142,765,-176.94,0,255,0,0,100,1,1
6,774,485,115.909,0,255,0,0,100,1,1
7,814,320,30.7009,0,255,0,0,100,1,1
8,678,328,-121.064,0,255,0,0,100,1,1
9,150,331,122.534,0,255,0,0,100,1,1
10,703,645,-87.9432,0,255,0,0,100,1,1
11,405,498,-10.0195,0,255,0,0,100,1,1
12,438,596,-113.287,0,255,0,0,100,1,1
13,864,784,-146.347,0,255,0,0,100,1,1
14,572,89,-169.89,0,255,0,0,100,1,1
15,931,578,101.93,0,255,0,0,100,1,1
16,285,587,50.9029,0,255,0,0,100,1,1
17,620,350,76.2611,0,255,0,0,100,1,1
18,430,100,160.504,0,255,0,0,100,1,1
19,99,408,100.214,0,255,0,0,100,1,1
20,720,580,-44.8266,0,255,0,0,100,1,1
21,904,350,103.151,0,255,0,0,100,1,1
22,384,446,107.977,0,255,0,0,100,1,1
23,659,491,80.8687,0,255,0,0,100,1,1
24,855,218,89.7441,0,255,0,0,100,1,1
25,521,958,-151.972,0,255,0,0,100,1,1
26,567,246,-146.154,0,255,0,0,100,1,1
27,818,452,-114.82,0,255,0,0,100,1,1
28,622,289,-86.4275,0,255,0,0,100,1,1
29,87,317,-134.603,0,255,0,0,100,1,1
30,794,854,88.0881,0,255,0,0,100,1,1
31,405,135,94.7781,0,255,0,0,100,1,1
32,813,847,153.849,0,255,0,0,100,1,1
33,623,878,-143.176,0,255,0,0,100,1,1
34,216,148,-171.827,0,255,0,0,100,1,1
35,481,452,92.9929,0,255,0,0,100,1,1
36,767,792,156.487,0,255,0,0,100,1,1
37,448,968,-76.4857,0,255,0,0,100,1,1
38,537,438,-37.5332,0,255,0,0,100,1,1
39,753,215,130.366,0,255,0,0,100,1,1
40,219,578,-170.944,0,255,0,0,100,1,1
41,859,501,-155.648,0,255,0,0,100,1,1
42,186,524,-117.593,0,255,0,0,100,1,1
43,392,146,-70.0678,0,255,0,0,100,1,1
44,723,264,-72.8016,0,255,0,0,100,1,1
45,526,305,-162.924,0,255,0,0,100,1,1
46,635,740,43.4,0,255,0,0,100,1,1
47,517,113,-12.774,0,255,0,0,100,1,1
48,635,675,-171.787,0,255,0,0,100,1,1
49,358,474,-91.8314,0,255,0,0,100,1,1
50,620,503,3.76842,0,255,0,0,100,1,1
51,465,280,-104.309,0,255,0,0,100,1,1
52,175,316,14.301,0,255,0,0,100,1,1
53,687,275,-173.926,0,255,0,0,100,1,1
54,654,807,-147.29,0,255,0,0,100,1,1
55,260,179,-42.9317,0,255,0,0,100,1,1
56,54,581,32.5519,0,255,0,0,100,1,1
57,695,476,-79.126,0,255,0,0,100,1,1
58,928,536,-14.2872,0,255,0,0,100,1,1
59,198,159,-108.475,0,255,0,0,100,1,1
60,706,555,83.3126,0,255,0,0,100,1,1
61,192,426,-133.415,0,255,0,0,100,1,1
62,824,624,-37.5563,0,255,0,0,100,1,1
63,835,482,-105.453,0,255,0,0,100,1,1
64,657,97,-168.612,0,255,0,0,100,1,1
65,366,925,87.8818,0,255,0,0,100,1,1
66,667,628,101.429,0,255,0,0,100,1,1
67,441,846,168.049,0,255,0,0,100,1,1
68,115,756,152.873,0,255,0,0,100,1,1
69,328,312,-29.5818,0,255,0,0,100,1,1
70,843,622,-175.131,0,255,0,0,100,1,1
