### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,585,314,35.6341,0,255,0,0,100,1,1
1,576,659,-136.065,0,255,0,0,100,1,1
2,513,124,178.149,0,255,0,0,100,1,1
3,539,923,-127.827,0,255,0,0,100,1,1
4,140,352,97.1024,0,255,0,0,100,1,1
5,116,415,-149.258,0,255,0,0,100,1,1
6,849,680,122.578,0,255,0,0,100,1,1
7,459,912,177.598,0,255,0,0,100,1,1
8,390,778,62.6633,0,255,0,0,100,1,1
9,738,425,-16.5637,0,255,0,0,100,1,1
10,913,361,-178.776,0,255,0,0,100,1,1
11,391,492,17.5992,0,255,0,0,100,1,1
12,538,378,-4.38262,0,255,0,0,100,1,1
13,721,902,-141.299,0,255,0,0,100,1,1
14,828,247,40.4863,0,255,0,0,100,1,1
15,796,496,-24.1526,0,255,0,0,100,1,1
16,271,290,-167.461,0,255,0,0,100,1,1
17,178,426,97.9366,0,255,0,0,100,1,1
18,760,628,78.3854,0,255,0,0,100,1,1
19,69,346,-134.569,0,255,0,0,100,1,1
20,565,385,171.033,0,255,0,0,100,1,1
21,897,418,-136.251,0,255,0,0,100,1,1
22,525,814,-145.38,0,255,0,0,100,1,1
23,474,344,-133.583,0,255,0,0,100,1,1
24,487,225,84.2099,0,255,0,0,100,1,1
25,785,182,-122.878,0,255,0,0,100,1,1
26,226,804,-92.4928,0,255,0,0,100,1,1
27,450,486,42.3237,0,255,0,0,100,1,1
28,538,278,-142.094,0,255,0,0,100,1,1
29,359,882,-57.7893,0,255,0,0,100,1,1
30,696,518,-42.791,0,255,0,0,100,1,1
31,807,615,-22.9075,0,255,0,0,100,1,1
32,575,437,-116.047,0,255,0,0,100,1,1
33,702,383,-76.9003,0,255,0,0,100,1,1
34,561,544,172.271,0,255,0,0,100,1,1
35,245,313,47.8878,0,255,0,0,100,1,1
36,325,206,-133.616,0,255,0,0,100,1,1
37,158,832,-133.719,0,255,0,0,100,1,1
38,479,132,-151.34,0,255,0,0,100,1,1
39,946,457,78.9866,0,255,0,0,100,1,1
40,620,829,-124.052,0,255,0,0,100,1,1
41,476,556,54.3959,0,255,0,0,100,1,1
42,298,99,144.95,0,255,0,0,100,1,1
43,444,744,-64.8099,0,255,0,0,100,1,1
44,226,230,125.599,0,255,0,0,100,1,1
45,773,884,-174.827,0,255,0,0,100,1,1
46,670,557,119.486,0,255,0,0,100,1,1
47,664,318,88.2846,0,255,0,0,100,1,1
48,357,226,-34.3491,0,255,0,0,100,1,1
49,520,360,167.468,0,255,0,0,100,1,1
50,647,458,-145.226,0,255,0,0,100,1,1
51,382,721,106.224,0,255,0,0,100,1,1
52,653,434,-116.129,0,255,0,0,100,1,1
53,428,372,179.864,0,255,0,0,100,1,1
54,382,190,-16.0485,0,255,0,0,100,1,1
55,877,631,9.16067,0,255,0,0,100,1,1
56,800,663,-141.461,0,255,0,0,100,1,1
57,672,443,10.6989,0,255,0,0,100,1,1
58,279,223,91.0855,0,255,0,0,100,1,1
59,629,731,-110.265,0,255,0,0,100,1,1
60,750,521,-6.71728,0,255,0,0,100,1,1
61,470,301,-145.822,0,255,0,0,100,1,1
62,546,402,156.086,0,255,0,0,100,1,1
63,865,217,-59.5214,0,255,0,0,100,1,1
64,670,801,107.146,0,255,0,0,100,1,1
65,57,490,159.071,0,255,0,0,100,1,1
66,885,685,-118.802,0,255,0,0,100,1,1
67,319,864,146.138,0,255,0,0,100,1,1
68,504,113,113.918,0,255,0,0,100,1,1
69,604,583,-174.03,0,255,0,0,100,1,1
70,308,425,41.5061,0,255,0,0,100,1,1
71,778,732,-39.219,0,255,0,0,100,1,1
72,234,782,-44.3187,0,255,0,0,100,1,1
73,755,795,-41.7858,0,255,0,0,100,1,1
74,229,512,-17.7992,0,255,0,0,100,1,1
75,173,612,179.885,0,255,0,0,100,1,1
76,499,526,-159.056,0,255,0,0,100,1,1
77,530,754,173.111,0,255,0,0,100,1,1
78,927,603,14.9008,0,255,0,0,100,1,1
79,684,211,24.7958,0,255,0,0,100,1,1
80,277,319,113.071,0,255,0,0,100,1,1
81,333,491,66.6413,0,255,0,0,100,1,1
82,357,788,-138.461,0,255,0,0,100,1,1
83,719,197,-120.291,0,255,0,0,100,1,1
84,745,230,14.322,0,255,0,0,100,1,1
85,430,690,-67.6861,0,255,0,0,100,1,1
86,564,372,-41.1272,0,255,0,0,100,1,1
87,327,336,-162.127,0,255,0,0,100,1,1
88,817,478,-3.44083,0,255,0,0,100,1,1
89,400,665,-25.9737,0,255,0,0,100,1,1
90,666,505,153.972,0,255,0,0,100,1,1
91,807,690,100.763,0,255,0,0,100,1,1
92,722,123,166.351,0,255,0,0,100,1,1
93,526,736,58.9764,0,255,0,0,100,1,1
94,439,427,60.3877,0,255,0,0,100,1,1
95,482,817,34.9758,0,255,0,0,100,1,1
96,440,463,-163.125,0,255,0,0,100,1,1
97,733,122,75.8681,0,255,0,0,100,1,1
98,355,816,92.3145,0,255,0,0,100,1,1
99,854,721,-141.691,0,255,0,0,100,1,1
100,434,452,-60.6552,0,255,0,0,100,1,1
101,693,179,168.498,0,255,0,0,100,1,1
102,169,444,-148.098,0,255,0,0,100,1,1
103,703,287,79.5005,0,255,0,0,100,1,1
104,819,684,-56.4165,0,255,0,0,100,1,1
105,147,695,11.9479,0,255,0,0,100,1,1
106,535,455,84.0467,0,255,0,0,100,1,1
107,113,221,-30.1659,0,255,0,0,100,1,1
108,467,117,104.251,0,255,0,0,100,1,1
109,516,741,-110.786,0,255,0,0,100,1,1
110,916,498,-150.885,0,255,0,0,100,1,1
111,200,612,45.8704,0,255,0,0,100,1,1
112,881,587,-31.341,0,255,0,0,100,1,1
113,117,496,122.993,0,255,0,0,100,1,1
114,222,574,18.6952,0,255,0,0,100,1,1
115,662,296,-115.583,0,255,0,0,100,1,1
116,440,396,22.0456,0,255,0,0,100,1,1
117,472,30,163.523,0,255,0,0,100,1,1
118,792,543,100.964,0,255,0,0,100,1,1
119,630,631,68.1943,0,255,0,0,100,1,1
120,101,447,123.137,0,255,0,0,100,1,1
121,544,581,-149.894,0,255,0,0,100,1,1
122,603,955,-147.28,0,255,0,0,100,1,1
123,578,964,-129.36,0,255,0,0,100,1,1
124,77,587,168.388,0,255,0,0,100,1,1
125,523,65,177.699,0,255,0,0,100,1,1
126,799,673,12.2302,0,255,0,0,100,1,1
