### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,888,570,55.8204,0,255,0,0,100,1,1
1,333,386,138.486,0,255,0,0,100,1,1
2,697,403,32.6342,0,255,0,0,100,1,1
3,729,142,-28.4628,0,255,0,0,100,1,1
4,228,350,80.9701,0,255,0,0,100,1,1
5,151,578,-164.127,0,255,0,0,100,1,1
6,530,397,6.58117,0,255,0,0,100,1,1
7,772,734,174.236,0,255,0,0,100,1,1
8,143,614,-93.4211,0,255,0,0,100,1,1
9,756,400,-12.254,0,255,0,0,100,1,1
10,388,749,-2.99328,0,255,0,0,100,1,1
11,531,928,-160.13,0,255,0,0,100,1,1
12,416,849,122.183,0,255,0,0,100,1,1
13,457,828,-108.891,0,255,0,0,100,1,1
14,291,831,-166.233,0,255,0,0,100,1,1
15,309,452,-22.4615,0,255,0,0,100,1,1
16,688,138,142.198,0,255,0,0,100,1,1
17,727,686,56.4765,0,255,0,0,100,1,1
18,735,226,25.0517,0,255,0,0,100,1,1
19,260,564,63.747,0,255,0,0,100,1,1
20,752,350,-122.283,0,255,0,0,100,1,1
21,639,809,-35.4807,0,255,0,0,100,1,1
22,917,657,-165.554,0,255,0,0,100,1,1
23,440,895,-148.83,0,255,0,0,100,1,1
24,172,384,-71.1822,0,255,0,0,100,1,1
25,480,663,69.1998,0,255,0,0,100,1,1
26,441,759,-50.089,0,255,0,0,100,1,1
27,439,27,-16.1679,0,255,0,0,100,1,1
28,295,619,8.98153,0,255,0,0,100,1,1
29,556,819,58.0041,0,255,0,0,100,1,1
30,164,711,-41.9646,0,255,0,0,100,1,1
31,442,532,-10.5564,0,255,0,0,100,1,1
32,694,510,74.3279,0,255,0,0,100,1,1
33,124,429,-138.85,0,255,0,0,100,1,1
34,638,194,150.731,0,255,0,0,100,1,1
35,641,235,148.04,0,255,0,0,100,1,1
36,333,893,-51.4808,0,255,0,0,100,1,1
37,686,586,-20.7264,0,255,0,0,100,1,1
38,400,309,-153.237,0,255,0,0,100,1,1
39,557,52,160.16,0,255,0,0,100,1,1
40,795,580,99.8472,0,255,0,0,100,1,1
41,292,545,160.176,0,255,0,0,100,1,1
42,308,496,-56.6273,0,255,0,0,100,1,1
